date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-01-01,-1.4,-8,5.2,0.6,,325.6,24.5,58,1015.1,
2019-01-02,-4.9,-9.3,-0.5,3.6,0,68.1,10.1,,1023,
2019-01-03,-1,-2.8,0.8,0.2,30,249,20.2,46,1013.3,
2019-01-04,3.6,-0.8,8,0,30,244.4,22.9,54,1007.6,
2019-01-05,1.2,-1.7,4,0,0,302,13.4,33,1006.1,
2019-01-06,-1.7,-7.3,4,0,,343.1,23.4,52,1021.3,
2019-01-07,-1.4,-8.4,5.7,2.8,0,100.3,21.3,63,1023.2,
2019-01-08,5.3,2.4,8.2,3.8,,246.8,12.9,50,1004.6,
2019-01-09,-1.3,-4.9,2.3,0,0,299.2,32.2,71,1007.9,
2019-01-10,-8,-11.4,-4.6,0,0,317.1,32.4,61,1018.8,
2019-01-11,-10.7,-13.8,-7.5,0,0,333.2,17.1,41,1030.2,
2019-01-12,-6.7,-9,-4.3,0,,27.1,10.6,,1034.3,
2019-01-13,-8.7,-11.9,-5.4,0,,53.3,13.1,,1032.4,
2019-01-14,-4.3,-7.8,-0.8,0,,284.8,8.7,,1026,
2019-01-15,-2,-4.1,0.1,0,,238,19.5,54,1019.1,
2019-01-16,-6.3,-12.2,-0.3,0.4,0,288.2,27.1,63,1019.2,
2019-01-17,-8.4,-13.2,-3.5,0.6,0,86.6,7.8,,1025,
2019-01-18,-5.4,-10.4,-0.4,1.6,20,297.7,15.8,46,1018.4,
2019-01-19,-13.6,-16.8,-10.3,5.4,0,18.7,21.6,42,1023.3,
2019-01-20,-18,-21.8,-14.2,1.6,80,346.7,34.5,67,1015.3,
2019-01-21,-16.7,-21.7,-11.7,0,70,320.1,25.3,54,1030.4,
2019-01-22,-9.9,-19.1,-0.6,0.2,70,147.1,9.3,35,1032.2,
2019-01-23,2.5,-1.2,6.1,10.8,50,181.7,12.6,37,1009.3,
2019-01-24,-0.4,-3.5,2.8,0.6,0,286.6,22.3,46,1003.5,
2019-01-25,-7.6,-12,-3.2,0.8,0,252.1,31.4,72,1013.1,
2019-01-26,-10.5,-14.3,-6.6,0.4,20,229.3,15.7,37,1020.3,
2019-01-27,-11.1,-16.1,-6,9.6,80,264.6,23.8,63,1013.3,
2019-01-28,-12.7,-19.7,-5.7,19.6,50,49.8,19.3,71,1016.4,
2019-01-29,-8.8,-15.5,-2.1,4.8,380,219.3,25.7,58,1006.7,
2019-01-30,-19,-22.6,-15.4,0.2,300,239.5,31.4,67,1013.6,
2019-01-31,-18.6,-22.8,-14.4,0,300,247.9,35.2,58,1024.1,
2019-02-01,-14.6,-19.1,-10.1,0,280,259.6,15.3,37,1028.7,
2019-02-02,-6.9,-14.8,1.1,0.4,220,241.1,13.5,33,1019.8,
2019-02-03,3.9,0,7.7,0.2,190,204.8,12.3,46,1013.3,
2019-02-04,9.2,5.6,12.7,2.2,40,178.9,11.1,46,1010.2,
2019-02-05,1.3,-7.1,9.6,0,0,321.1,21.7,48,1017.2,
2019-02-06,-3.9,-6.7,-1.1,16.8,0,59.6,14.6,46,1018.2,
2019-02-07,0.2,-3.3,3.6,0.6,20,61.2,11.8,58,1013.6,
2019-02-08,-2.2,-9.6,5.3,0.4,10,259.8,43.1,89,1016,
2019-02-09,-7,-10,-3.9,0,10,275.6,25,52,1039.5,
2019-02-10,-6.5,-9.5,-3.5,0.4,10,272.6,10.5,,1035.4,
2019-02-11,-5.2,-6.7,-3.7,0.8,20,60.3,17.9,39,1028.2,
2019-02-12,-3.6,-7.9,0.8,18.2,20,87,26.1,63,1012.7,
2019-02-13,-2.2,-5.2,0.8,5,80,241.6,31.4,71,1001.5,
2019-02-14,-2,-5.7,1.7,0.2,120,183.3,17.6,52,1011,
2019-02-15,-0.5,-4.6,3.7,1.4,60,233.9,28.1,74,1001.6,
2019-02-16,-5.3,-7.8,-2.7,0.2,50,329.5,17.6,41,1016.8,
2019-02-17,-8.5,-11,-6,0.2,50,47.3,16.8,35,1019.2,
2019-02-18,-10.1,-14.4,-5.7,2.4,80,351.3,21.5,39,1021.1,
2019-02-19,-9.9,-15.8,-4,0,90,269.4,12.7,33,1036.6,
2019-02-20,-5.9,-11.9,0.1,1.2,70,77.9,14.6,45,1024.2,
2019-02-21,-0.1,-3.2,3,0,40,258.3,24.3,58,1015.2,
2019-02-22,-1.7,-5.1,1.8,0,20,287.5,9.3,,1030,
2019-02-23,-1.6,-5.4,2.3,0,20,67.5,15.5,45,1025.1,
2019-02-24,1.9,-3.1,6.9,6.8,10,177.6,33,87,994.7,
2019-02-25,-5.6,-8.2,-3,1,20,276.6,44.1,87,1014.2,
2019-02-26,-8.2,-10.6,-5.8,0,30,322.2,19.9,46,1032,
2019-02-27,-10.6,-13.6,-7.6,17.6,30,45.2,17.2,37,1025.2,
2019-02-28,-12.1,-17.3,-6.8,0,210,9.6,10.3,,1025.2,
2019-03-01,-7,-13.4,-0.5,0,190,66.2,7.1,,1024.3,
2019-03-02,-3.6,-6.3,-0.8,4.4,150,348.4,11.7,33,1020.1,
2019-03-03,-5.6,-9.2,-2,0.4,180,296.3,12.8,39,1019.1,
2019-03-04,-11,-14.1,-7.8,0,150,296.5,21,52,1016.3,
2019-03-05,-12,-15.3,-8.6,0,130,248.2,23.8,58,1015.9,
2019-03-06,-12,-14.8,-9.2,0,110,267.8,20.9,48,1021.5,
2019-03-07,-10,-14.2,-5.8,0,110,275.1,18.8,46,1025.6,
2019-03-08,-8.1,-15,-1.1,0,110,244.5,9.1,,1025.4,
2019-03-09,-5.4,-11.5,0.8,0.8,110,56.7,15,67,1023.3,
2019-03-10,3,0.6,5.4,12.2,30,,,63,,
2019-03-11,0,-2.3,2.3,0,10,268,31.5,63,1018.3,
2019-03-12,0.1,-2.7,2.9,0,0,283.8,21,46,1026,
2019-03-13,0.7,-2.6,4,0.4,0,144.6,9.1,,1021.4,
2019-03-14,5.2,1.5,8.9,9,0,111.7,8.7,48,1011.2,
2019-03-15,4.9,-0.2,9.9,0,0,236.4,23.2,59,1003.3,
2019-03-16,-1.5,-4.6,1.6,0,0,289.2,33.9,61,1017.2,
2019-03-17,-2.2,-6.9,2.5,0,0,285,20.4,46,1024.1,
2019-03-18,-0.3,-3.8,3.3,0,0,284.3,15.7,48,1025.2,
2019-03-19,0.9,-5.5,7.3,0.6,10,243.2,9.6,37,1028.2,
2019-03-20,4.6,-0.5,9.7,0,,207.4,14,41,1022.4,
2019-03-21,5.4,2.9,7.9,1.2,,127.5,8.7,37,1012.8,
2019-03-22,-0.4,-4.3,3.6,0,,316.3,33.1,80,1006.9,
2019-03-23,-0.9,-6.9,5.1,0,,305.1,29.3,71,1020.2,
2019-03-24,3.6,-2.2,9.4,0,,253.9,17.5,42,1019,
2019-03-25,-0.6,-5,3.8,0,,349.9,16.6,41,1023.6,
2019-03-26,0.2,-4.2,4.6,0,,350.6,12.1,35,1029.5,
2019-03-27,1.9,-4.1,7.9,0,,186.1,10.2,32,1029,
2019-03-28,5.3,-2,12.5,0.4,,224.2,15.8,48,1017.9,
2019-03-29,7.5,3,12,0,,354.5,16.3,35,1018.5,
2019-03-30,2.3,0.2,4.4,33.4,20,29.3,15.3,41,1009.4,
2019-03-31,-0.9,-3.9,2.1,1,30,307.2,29.4,59,1012.5,
2019-04-01,-1.1,-5.5,3.3,0,0,269.7,19.8,41,1025,
2019-04-02,4.7,0,9.4,0,0,176.5,14.7,42,1019.8,
2019-04-03,3.5,0.2,6.7,0.4,,269.5,32.1,80,1017.3,
2019-04-04,1.8,-2,5.6,0,,342.9,12.2,32,1031.5,
2019-04-05,2,-0.1,4,0,,107.8,12,37,1024.6,
2019-04-06,8.8,3.6,14,0,,296.1,9.6,,1022.5,
2019-04-07,9.5,6.1,12.8,4,,77.5,12.6,45,1019.6,
2019-04-08,10.1,5.3,14.8,0,,289.4,19.4,61,1007.6,
2019-04-09,6.4,2.8,9.9,0,,307,24.1,74,1004.9,
2019-04-10,4.1,0,8.2,0,,354.4,20.9,41,1015.7,
2019-04-11,1.6,-0.9,4.1,0.8,0,70.2,18.7,45,1022.9,
2019-04-12,9,4.1,13.9,1.8,,122.6,18,46,1011.6,
2019-04-13,9.7,3,16.4,0,,257.7,21.4,67,1015.4,
2019-04-14,2.8,1.6,4,27.8,,45,17.9,46,1010,
2019-04-15,4.9,1,8.8,1.2,,318.5,29.4,67,1003,
2019-04-16,3.4,-1.8,8.6,0.4,,255.6,10.6,35,1018.2,
2019-04-17,7.4,0.5,14.3,0.6,,58,14.7,52,1018.8,
2019-04-18,13.9,6,21.8,1.8,,170.1,18,58,1004.7,
2019-04-19,8.9,4.7,13.1,18.6,,1,22.6,48,1003.3,
2019-04-20,6.7,4.7,8.6,13,,33.6,15.8,37,1006.4,
2019-04-21,9.4,6,12.8,0,,234.5,7.1,,1015.7,
2019-04-22,10.7,5.4,16,0,,127.8,7.3,,1022.6,
2019-04-23,10.4,6,14.8,2.2,,167.7,16.9,63,1011.3,
2019-04-24,8.7,3.9,13.5,0,,302,21.1,54,1012.9,
2019-04-25,7.6,2.2,12.9,0.8,,106.9,8.8,,1012.2,
2019-04-26,8.1,3.1,13,18,,36,25.8,74,996.2,
2019-04-27,4.5,1,8,0,,290.8,36.2,72,1005.5,
2019-04-28,6.1,1.7,10.5,0,,351.8,20.7,54,1019.2,
2019-04-29,3.2,-0.6,7,0.8,,65.5,17.6,48,1026.8,
2019-04-30,6.4,3,9.7,1.2,,53.9,11.5,33,1026.2,
2019-05-01,6.7,4.9,8.4,14.6,,91.9,17.5,54,1021.6,
2019-05-02,7.5,4.7,10.3,1.8,,128.9,9.7,,1020.6,
2019-05-03,8.8,5.7,11.9,13.4,,20.2,12,,1017.1,
2019-05-04,9.6,6.5,12.7,0.2,,31.7,8.2,,1015.1,
2019-05-05,10.8,4.9,16.7,0,,43.9,9.1,,1012.2,
2019-05-06,15.2,6.9,23.4,0,,250.6,17.4,52,1014.2,
2019-05-07,9.7,4.7,14.7,2.6,,312.2,15.7,59,1021.9,
2019-05-08,7.2,2.8,11.6,0,,64.1,22.6,54,1027.4,
2019-05-09,12,8,16,6.2,,122.8,26.7,67,1015.4,
2019-05-10,9.9,2.9,16.8,7.4,,254.4,22.9,50,1012.6,
2019-05-11,6.9,1.1,12.7,0,,15.7,13.4,41,1020.4,
2019-05-12,7.1,4.6,9.6,5.4,,85.4,33.4,65,1014.1,
2019-05-13,6,5,8,7.6,,77.5,27.6,52,1008.6,
2019-05-14,11,6.3,15.6,0.4,,35.9,14.7,35,1012.4,
2019-05-15,12.6,5.1,20.1,0.8,,280.7,12.9,41,1010.9,
2019-05-16,11,7.4,14.6,0,,111.5,15.6,39,1011.2,
2019-05-17,13.6,8.6,18.6,0,,319.3,14.4,39,1008.4,
2019-05-18,10.9,6,15.7,0,,91.7,14,37,1016.2,
2019-05-19,15.4,9.1,21.6,2,,126.6,17,50,1009.3,
2019-05-20,11.9,5.5,18.3,0,,252.8,26.3,59,1009,
2019-05-21,11.6,4.7,18.5,0,,323.6,15.8,45,1019.8,
2019-05-22,11.3,7.3,15.2,0.6,,68.6,18.8,52,1021.9,
2019-05-23,17.2,7.8,26.6,0.8,,226.9,21.5,80,1012.8,
2019-05-24,16.6,11.8,21.4,0,,333,18.4,42,1018.1,
2019-05-25,15.5,10.8,20.1,28,,163.5,12.9,52,1014.5,
2019-05-26,17.8,12.4,23.1,0,,310.2,11.7,33,1013.6,
2019-05-27,16.7,10.2,23.1,0.6,,20.4,14.4,39,1016.1,
2019-05-28,11.3,9.5,13,4.6,,85.1,27.7,68,1008.2,
2019-05-29,13.1,10.5,15.7,0.6,,139.8,13.8,35,1008,
2019-05-30,16.3,10.8,21.8,0,,197.6,15.2,41,1005.7,
2019-05-31,13.8,9.3,18.2,0,,118.1,15.4,35,1009,
2019-06-01,16,11.3,20.6,1,,115.1,14.3,41,1007.2,
2019-06-02,14,7.6,20.3,3,,304.5,20.2,63,1007.3,
2019-06-03,11.6,6.3,16.8,0,,296.6,26.2,54,1015.3,
2019-06-04,12.2,6.4,17.9,0,,227.2,13.6,35,1015.7,
2019-06-05,14.6,11.5,17.6,11.2,,110.9,14.3,33,1007.5,
2019-06-06,18.7,14.5,22.8,0,,82.9,14.9,41,1011,
2019-06-07,19,12,26,0,,3.8,12.9,39,1015.5,
2019-06-08,18.4,13,23.8,0,,73.8,21.3,54,1021.4,
2019-06-09,19.7,13.2,26.2,0,,94.4,18.3,45,1021.3,
2019-06-10,15.7,12.4,19,14.8,,94,16.2,58,1013.1,
2019-06-11,16.5,10.3,22.6,0,,294.4,22.2,50,1018.1,
2019-06-12,16,10,21.9,0,,141.9,14.6,45,1017.5,
2019-06-13,14.6,12.6,16.6,22.8,,136.6,14.9,41,1005.2,
2019-06-14,16.8,10.8,22.8,0.2,,267.5,25.6,59,1010.2,
2019-06-15,17.2,13.9,20.5,0.4,,233.2,22.1,58,1010.8,
2019-06-16,15.5,10.8,20.1,0,,94,17.1,37,1012,
2019-06-17,17.8,13.3,22.2,0,,61.1,14.4,39,1015.7,
2019-06-18,20.3,16.1,24.4,0,,76.3,14,35,1013.5,
2019-06-19,20.8,16.3,25.3,0,,121.2,12.5,33,1008.4,
2019-06-20,18.9,16,21.7,26,,52.4,16.8,37,1002.9,
2019-06-21,18.8,14.5,23,0,,353.9,15.3,41,1010.3,
2019-06-22,18.6,12.9,24.3,0,,341,13.5,39,1018,
2019-06-23,19.3,12.9,25.7,0,,249.1,17.3,45,1016.7,
2019-06-24,20.3,14.6,25.9,16,,94.6,15,39,1008.3,
2019-06-25,21.3,17.2,25.4,0,,219.2,18.4,50,1008,
2019-06-26,23.7,18.3,29.1,1.2,,239.5,18.3,48,1014.3,
2019-06-27,23,16.8,29.1,0,,241,15.5,45,1020.4,
2019-06-28,23.4,17.2,29.6,12,,238.6,11.5,61,1020.3,
2019-06-29,23.4,17.7,29.1,0,,302.5,15.5,45,1015.7,
2019-06-30,19.7,15.7,23.6,0,,336.7,15.7,45,1014.2,
2019-07-01,20.8,14.3,27.3,0,,248.3,15.4,41,1014.8,
2019-07-02,23.3,20.2,26.4,0.6,,300,11.4,,1010.1,
2019-07-03,23.9,18.8,28.9,0,,39.2,14,39,1012,
2019-07-04,23.7,18.1,29.3,0,,101.8,14.4,39,1016.3,
2019-07-05,26.1,21.2,31,1.6,,159.9,17.1,45,1015.7,
2019-07-06,26.5,21.9,31,0,,340.4,16,46,1013.1,
2019-07-07,20.1,16.5,23.6,0,,117.7,18.9,45,1016.5,
2019-07-08,20.2,15,25.3,0,,100.9,14.2,41,1017,
2019-07-09,21.4,15.8,26.9,0,,68.5,13.7,37,1018.1,
2019-07-10,22.3,15.3,29.3,0.4,,128.5,16.2,39,1014.8,
2019-07-11,23.8,16.5,31,1.6,,213.7,21.3,45,1008.4,
2019-07-12,20.5,16.6,24.4,0,,320.7,14.1,33,1010.8,
2019-07-13,23.3,15.4,31.2,6.2,,266.7,17.9,50,1012.2,
2019-07-14,22.1,16.9,27.2,0,,334.9,15.9,37,1017.1,
2019-07-15,21.2,15.4,26.9,0,,198.6,16.6,41,1018.4,
2019-07-16,25.2,18.6,31.8,3.6,,226.6,16.3,59,1014.1,
2019-07-17,25.1,21.8,28.3,67,,150.5,15,39,1011.9,
2019-07-18,25.2,21.4,29,0,,125.3,17.7,41,1012.7,
2019-07-19,26.5,22.3,30.7,0.2,,199.6,16.9,41,1009,
2019-07-20,27.6,22.2,33,4.6,,250,17.5,71,1008.9,
2019-07-21,24.7,20.2,29.1,0,,309.5,15.8,37,1010.9,
2019-07-22,20.7,17.5,23.8,5.2,,340.5,11.7,39,1011.9,
2019-07-23,20.6,15.3,25.9,0,,340.7,10.4,37,1013.3,
2019-07-24,21,15.7,26.2,0,,349.4,12.7,37,1016.9,
2019-07-25,22.5,16.3,28.6,1.2,,265.9,10.4,41,1020,
2019-07-26,23.3,17.3,29.2,0,,222.4,17.7,54,1023.1,
2019-07-27,24.3,18.5,30.1,0.8,,179.6,21.4,58,1020.5,
2019-07-28,26.4,21.8,30.9,0,,230.6,16.3,39,1015.3,
2019-07-29,26.4,20.9,31.9,0,,216.9,20.3,59,1012.4,
2019-07-30,24.4,19.5,29.3,11.2,,258,15.3,37,1012.7,
2019-07-31,21.8,16.3,27.2,0,,0.1,12.6,33,1018.2,
2019-08-01,20.8,15.6,26,0,,92.9,15,39,1021.1,
2019-08-02,21.5,15.8,27.1,0,,57.4,15.1,39,1020.1,
2019-08-03,22.8,16.7,28.9,0,,320.1,13.3,41,1016.2,
2019-08-04,22.3,18.9,25.7,0,,97.2,16.5,41,1016,
2019-08-05,22.3,15.8,28.8,0,,210.5,17.4,46,1013.8,
2019-08-06,24,20.1,27.9,3.6,,185.2,14.2,55,1007.7,
2019-08-07,22.6,17.2,27.9,0,,342.8,13.8,39,1007.5,
2019-08-08,21.8,16.5,27,2,,252.8,18.8,58,1004.9,
2019-08-09,20.1,14.3,25.9,0,,288.4,21.9,59,1008.6,
2019-08-10,19.9,14.1,25.6,0,,299.7,19.2,52,1012.7,
2019-08-11,21.6,14.2,28.9,0,,275.4,11.9,35,1015.9,
2019-08-12,24.3,19.1,29.5,3.2,,263.6,12.8,45,1011.8,
2019-08-13,23.5,18.8,28.1,0,,38.5,13.2,37,1009,
2019-08-14,21.2,16.5,25.9,0,,36.6,17.2,39,1013.6,
2019-08-15,19.6,15.3,23.8,1.4,,78.3,20.2,41,1016.1,
2019-08-16,20.8,16,25.6,0,,76.5,14.8,41,1014.5,
2019-08-17,23.2,18.1,28.3,15.8,,197.4,10.3,50,1012.8,
2019-08-18,22.9,18.5,27.2,6.6,,144,17.3,50,1012.6,
2019-08-19,22.9,18,27.7,0,,277.7,17.5,41,1014.4,
2019-08-20,22.2,17,27.4,2.2,,150.3,14.4,41,1017.1,
2019-08-21,24.9,19.4,30.4,0.6,,208.9,15.2,42,1010.8,
2019-08-22,20.1,15.6,24.6,0,,316.9,17.7,42,1013.4,
2019-08-23,18.8,13.9,23.6,0,,20.5,13.1,41,1019.7,
2019-08-24,17.3,12.2,22.3,0,,85,16.8,50,1025.3,
2019-08-25,18.9,14.2,23.6,0,,92.1,18.8,45,1025,
2019-08-26,20.2,16.2,24.1,0,,112.8,19.6,52,1020,
2019-08-27,20,18.1,21.9,9.2,,155.4,22.9,52,1011.1,
2019-08-28,21.9,16.6,27.1,0,,217.1,14.6,42,1009.3,
2019-08-29,20.3,15.1,25.5,0,,250.4,17.8,52,1012.2,
2019-08-30,19.9,15,24.8,0,,278.2,21,58,1014.6,
2019-08-31,17.8,12.5,23.1,0,,14.9,12.7,37,1025.3,
2019-09-01,17.5,15.1,19.8,0.8,,86.8,16.6,33,1023,
2019-09-02,20.3,15.9,24.7,0.6,,310.9,10.9,35,1016.1,
2019-09-03,18.2,13.5,22.9,7.2,,124.3,15.7,46,1014.6,
2019-09-04,16.9,12.6,21.1,0,,289.9,22.1,55,1012.2,
2019-09-05,16.3,10.4,22.2,0,,352.8,12.1,39,1019.8,
2019-09-06,16.8,12.4,21.1,1.2,,50.3,15.3,41,1014.3,
2019-09-07,16.9,10.5,23.3,0,,318.9,14.2,45,1012.6,
2019-09-08,13.8,9.4,18.1,0,,355.4,13.6,39,1019.3,
2019-09-09,13.8,8.6,19,0,,90.1,17.5,42,1026,
2019-09-10,17.6,11.7,23.5,18.2,,118.9,16.4,39,1022.2,
2019-09-11,23.2,17.5,28.9,1,,287.3,12.7,32,1018.3,
2019-09-12,16.6,13.3,19.8,0.8,,91.8,20.7,45,1023.2,
2019-09-13,17.7,13.2,22.1,5.6,,112.4,22.3,55,1022.2,
2019-09-14,18,13.4,22.6,0,,229.9,19.8,52,1018.7,
2019-09-15,14.6,11.7,17.5,4.4,,30.1,12.6,,1020.8,
2019-09-16,15.6,12.7,18.5,0.2,,84.8,18,37,1019.9,
2019-09-17,16.9,10.9,22.9,0,,69.7,12.2,37,1022.9,
2019-09-18,17.6,12.5,22.6,0,,88.4,8.7,37,1024.4,
2019-09-19,19.3,15.1,23.4,0,,122.9,12.2,41,1023.9,
2019-09-20,18.7,12.4,24.9,0,,116.4,13.8,39,1022,
2019-09-21,21.8,16.7,26.9,0,,123.1,7.6,41,1020.9,
2019-09-22,26.1,20.8,31.3,0,,187.7,23.5,59,1014.7,
2019-09-23,20.1,14.9,25.2,0.2,,251.9,22.4,52,1007.6,
2019-09-24,17.2,12.4,21.9,0,,294.5,16.8,39,1011.5,
2019-09-25,19.7,12.2,27.2,0,,178,22.4,68,1007.9,
2019-09-26,16.9,11,22.8,3.2,,268.8,17.9,58,1008.3,
