W_date,W_Temp_Max,W_Temp_Avg,W_Temp_Min,W_Max_wind,W_Avg_wind,W_Min_wind,W_Wind_Gust,W_Air_Pressure,W_Snow_Depth,W_Max_humid,W_Avg_humid,W_Min_humid,W_Max_Dp,W_Avg_dp,W_Min_Dp
2020-06-26,30.2,22.5,14.7,25.7,11.4,0.0,46.0,1011.8,,94.0,73.8,57.0,13.9,12.7,11.1
2020-06-27,29.4,24.3,19.1,27.4,8.9,0.0,46.0,1005.3,,100.0,88.7,54.0,20.0,17.1,12.8
2020-06-28,29.3,23.3,17.3,19.3,10.0,3.2,42.0,1007.3,,100.0,80.4,45.0,17.8,15.8,13.9
2020-06-29,32.1,25.5,18.8,24.1,11.6,0.0,33.0,1012.6,,73.0,64.3,54.0,17.8,16.1,13.9
2020-06-30,27.5,23.4,19.2,20.9,11.9,3.2,35.0,1015.1,,83.0,74.4,69.0,17.8,17.2,16.1
2020-07-01,29.9,24.4,18.9,12.9,6.9,0.0,,1013.7,,94.0,73.0,42.0,21.1,17.7,13.9
2020-07-02,35.5,28.3,21.1,25.7,14.3,8.0,41.0,1012.4,,65.0,47.3,30.0,20.0,16.1,13.9
2020-07-03,32.4,27.4,22.3,22.5,14.2,4.8,45.0,1012.5,,78.0,56.7,46.0,21.1,17.8,13.9
2020-07-04,32.0,26.1,20.2,19.3,10.3,0.0,41.0,1014.5,,69.0,53.0,39.0,17.8,14.4,11.1
2020-07-05,34.0,26.3,18.5,12.9,6.9,0.0,39.0,1014.5,,73.0,54.6,39.0,16.1,13.7,11.1
2020-07-06,31.3,26.0,20.6,24.1,15.4,0.0,,1015.6,,78.0,72.5,65.0,20.0,18.2,16.1
2020-07-07,34.0,27.8,21.6,14.5,9.2,3.2,37.0,1013.1,,83.0,69.7,55.0,22.8,20.1,16.1
2020-07-08,34.6,28.4,22.2,40.2,10.3,0.0,71.0,1012.1,,100.0,81.8,55.0,23.9,22.0,20.0
2020-07-09,34.3,28.4,22.5,24.1,8.4,0.0,42.0,1011.9,,94.0,82.6,62.0,25.0,22.4,21.1
2020-07-10,32.3,26.5,20.6,27.4,15.0,0.0,48.0,1008.7,,94.0,79.8,69.0,23.9,22.1,20.0
2020-07-11,28.4,24.3,20.1,38.6,17.4,3.2,59.0,1003.1,,94.0,84.2,62.0,22.8,21.1,17.2
2020-07-12,27.9,23.1,18.2,25.7,14.8,9.7,39.0,1005.8,,88.0,74.2,61.0,20.0,18.0,15.0
2020-07-13,25.3,21.7,18.0,25.7,15.4,8.0,45.0,1011.1,,83.0,68.0,54.0,17.8,15.9,13.9
2020-07-14,26.8,22.1,17.4,19.3,10.1,0.0,,1016.6,,83.0,76.5,69.0,20.0,17.6,16.1
2020-07-15,28.2,23.3,18.4,19.3,9.7,0.0,,1019.0,,94.0,83.0,65.0,21.1,19.4,17.8
2020-07-16,25.6,23.7,21.7,19.3,11.7,3.2,33.0,1015.3,,100.0,90.0,78.0,22.8,21.9,20.0
2020-07-17,31.4,25.8,20.1,22.5,16.1,9.7,35.0,1016.8,,89.0,78.3,61.0,22.2,20.4,17.8
2020-07-18,33.2,26.7,20.1,24.1,15.4,8.0,45.0,1015.1,,94.0,80.5,65.0,22.8,21.2,20.0
2020-07-19,31.2,26.6,21.9,51.5,20.6,3.2,76.0,1008.1,,100.0,90.4,83.0,22.8,21.1,18.9
2020-07-20,29.6,23.7,17.8,33.8,17.1,9.7,50.0,1011.0,,100.0,70.6,48.0,22.2,17.8,15.0
2020-07-21,26.2,20.8,15.3,16.1,10.0,4.8,,1017.0,,88.0,76.1,68.0,18.9,16.4,13.9
2020-07-22,26.7,23.5,20.2,16.1,9.2,3.2,32.0,1013.9,,100.0,92.4,78.0,22.2,21.0,17.8
2020-07-23,27.6,23.0,18.4,16.1,9.5,0.0,35.0,1016.2,,94.0,82.0,61.0,21.1,18.8,16.1
2020-07-24,27.6,22.6,17.6,22.5,12.4,0.0,,1019.6,,94.0,77.0,65.0,21.1,18.4,16.1
2020-07-25,30.0,23.9,17.8,14.5,8.4,0.0,37.0,1018.3,,94.0,73.0,54.0,21.1,18.3,15.0
2020-07-26,33.5,26.6,19.6,25.7,16.6,8.0,48.0,1013.9,,88.0,77.7,58.0,21.1,19.8,17.8
2020-07-27,32.7,27.3,21.8,25.7,15.1,4.8,54.0,1007.1,,94.0,76.5,58.0,23.9,21.1,18.9
2020-07-28,31.1,24.3,17.5,24.1,15.6,4.8,50.0,1009.1,,94.0,72.0,42.0,18.9,16.7,12.8
2020-07-29,30.7,25.1,19.5,25.7,12.6,3.2,41.0,1009.9,,94.0,73.6,40.0,18.9,17.2,13.9
2020-07-30,28.1,22.5,16.9,20.9,11.6,0.0,39.0,1011.4,,78.0,65.3,54.0,17.2,15.7,12.8
2020-07-31,28.8,23.5,18.1,20.9,10.8,3.2,,1012.1,,83.0,70.6,57.0,20.0,17.7,16.1
2020-08-01,30.0,24.4,18.7,24.1,12.1,0.0,37.0,1012.6,,94.0,80.1,65.0,21.1,19.1,17.2
2020-08-02,28.4,24.0,19.5,37.0,21.9,4.8,67.0,1004.9,,100.0,92.8,78.0,22.8,20.7,17.2
2020-08-03,24.9,21.0,17.1,27.4,14.6,3.2,54.0,1013.9,,100.0,88.8,73.0,18.9,18.1,16.1
2020-08-04,24.6,21.2,17.7,25.7,10.5,0.0,54.0,1011.1,,100.0,90.6,83.0,21.1,19.2,16.1
2020-08-05,23.9,19.1,14.2,27.4,17.9,8.0,52.0,1015.7,,88.0,66.7,43.0,16.1,12.6,7.8
2020-08-06,23.9,18.6,13.3,12.9,8.0,3.2,,1020.0,,94.0,68.5,47.0,15.0,12.8,11.1
2020-08-07,25.6,20.1,14.5,12.9,5.8,0.0,,1020.4,,88.0,73.4,57.0,17.2,15.3,12.8
2020-08-08,27.1,21.5,15.9,25.7,10.0,0.0,,1020.0,,88.0,69.9,51.0,17.8,15.7,12.2
2020-08-09,30.6,25.5,20.4,33.8,14.2,3.2,41.0,1016.4,,94.0,84.9,78.0,20.0,19.0,17.2
2020-08-10,32.1,27.0,21.8,20.9,9.8,0.0,41.0,1013.4,,94.0,83.4,70.0,22.2,20.2,17.8
2020-08-11,28.9,22.3,15.6,27.4,14.5,0.0,45.0,1010.3,,88.0,71.2,44.0,21.1,18.8,12.2
2020-08-12,29.8,22.5,15.1,14.5,6.0,0.0,37.0,1017.7,,88.0,67.9,35.0,17.2,14.7,11.1
2020-08-13,28.9,24.0,19.0,12.9,8.9,0.0,,1019.6,,83.0,64.4,48.0,18.9,16.6,13.9
2020-08-14,28.6,24.7,20.8,25.7,18.8,4.8,35.0,1018.5,,73.0,61.1,50.0,17.8,16.3,13.9
2020-08-15,27.9,22.5,17.1,29.0,19.5,12.9,,1015.1,,94.0,77.1,61.0,22.2,18.4,12.8
2020-08-16,25.8,22.2,18.5,14.5,7.1,0.0,33.0,1013.1,,100.0,84.6,65.0,21.1,19.2,17.8
2020-08-17,27.4,21.2,15.0,37.0,15.4,3.2,48.0,1012.2,,94.0,81.9,61.0,18.9,16.9,15.0
2020-08-18,25.0,19.6,14.1,25.7,15.4,8.0,52.0,1012.3,,82.0,61.9,44.0,15.0,12.8,8.9
2020-08-19,23.7,17.5,11.3,19.3,11.4,3.2,39.0,1016.5,,77.0,55.0,36.0,11.1,9.6,6.1
2020-08-20,27.6,19.3,11.0,32.2,13.4,0.0,45.0,1015.5,,77.0,68.3,60.0,18.9,14.1,10.0
2020-08-21,30.6,24.0,17.4,20.9,12.4,3.2,45.0,1011.8,,88.0,69.6,51.0,20.0,17.6,12.2
2020-08-22,31.1,25.0,18.9,19.3,10.0,0.0,,1012.6,,94.0,82.0,65.0,22.2,20.5,18.9
2020-08-23,31.7,25.1,18.4,22.5,8.9,0.0,42.0,1014.5,,94.0,74.8,51.0,21.1,19.7,17.8
2020-08-24,32.7,26.6,20.4,25.7,14.0,4.8,42.0,1013.1,,94.0,77.5,43.0,22.8,21.2,17.8
2020-08-25,28.0,22.5,17.0,27.4,18.0,9.7,54.0,1012.0,,94.0,65.1,39.0,22.2,17.2,12.2
2020-08-26,21.2,17.7,14.1,20.9,8.7,0.0,,1015.8,,100.0,79.3,60.0,18.9,15.1,8.9
2020-08-27,30.2,24.1,17.9,32.2,14.3,0.0,55.0,1006.4,,100.0,83.0,54.0,22.2,19.8,17.2
2020-08-28,24.0,20.4,16.7,20.9,12.4,3.2,33.0,1009.6,,100.0,80.5,64.0,18.9,16.8,15.0
2020-08-29,27.0,21.6,16.2,45.1,23.5,4.8,68.0,999.4,,94.0,79.6,53.0,21.1,18.0,12.2
2020-08-30,23.7,18.8,13.9,25.7,11.7,0.0,35.0,1009.8,,82.0,71.2,50.0,15.0,12.9,11.1
2020-08-31,25.2,19.9,14.5,38.6,19.5,3.2,39.0,1014.2,,88.0,73.3,57.0,17.8,15.0,12.2
2020-09-01,28.1,23.4,18.6,19.3,6.8,0.0,39.0,1012.8,,94.0,87.3,74.0,21.1,19.2,17.8
2020-09-02,28.3,23.1,17.8,32.2,12.2,0.0,58.0,1006.1,,100.0,84.3,44.0,22.2,19.6,12.8
2020-09-03,28.6,21.8,14.9,40.2,17.1,3.2,59.0,1006.7,,82.0,72.3,61.0,17.8,15.9,12.8
2020-09-04,23.0,17.7,12.4,35.4,21.4,9.7,59.0,1013.5,,82.0,57.2,35.0,12.8,9.6,6.1
2020-09-05,21.1,16.3,11.5,25.7,14.3,3.2,35.0,1020.0,,77.0,66.3,53.0,13.9,11.6,10.0
2020-09-06,22.0,15.7,9.4,19.3,11.3,4.8,32.0,1020.4,,83.0,65.3,46.0,15.0,10.3,7.2
2020-09-07,25.2,20.4,15.6,49.9,25.6,8.0,63.0,1009.7,,94.0,84.7,59.0,17.8,16.6,10.0
2020-09-08,16.5,15.5,14.4,19.3,12.2,3.2,,1019.9,,82.0,71.9,59.0,12.8,11.2,8.9
2020-09-09,18.5,16.1,13.6,19.3,10.3,3.2,,1024.0,,100.0,94.7,82.0,17.2,15.2,12.8
2020-09-10,19.8,16.4,13.0,22.5,10.6,0.0,41.0,1024.9,,100.0,88.8,64.0,17.2,15.3,10.0
2020-09-11,17.6,14.6,11.6,22.5,11.6,0.0,,1027.5,,82.0,72.3,63.0,11.1,9.0,7.2
2020-09-12,21.4,15.9,10.4,29.0,15.8,3.2,33.0,1021.1,,94.0,80.8,64.0,17.8,13.8,11.1
2020-09-13,26.1,20.0,13.8,45.1,15.6,3.2,59.0,1012.9,,100.0,84.7,50.0,20.0,17.1,12.2
2020-09-14,17.5,12.1,6.7,22.5,14.6,4.8,45.0,1025.7,,77.0,55.9,37.0,12.8,5.9,0.0
2020-09-15,19.8,12.4,5.0,32.2,14.3,3.2,33.0,1025.5,,82.0,72.5,60.0,12.8,9.3,6.1
2020-09-16,25.4,19.8,14.1,33.8,23.3,8.0,42.0,1015.4,,83.0,76.8,68.0,17.2,14.4,11.1
2020-09-17,19.2,13.4,7.5,24.1,15.8,4.8,41.0,1018.0,,82.0,63.8,47.0,12.2,9.3,1.1
2020-09-18,15.9,10.6,5.3,24.1,16.3,4.8,50.0,1023.9,,62.0,45.4,34.0,2.8,0.4,-1.1
2020-09-19,14.4,8.8,3.1,20.9,11.6,0.0,32.0,1030.1,,62.0,47.5,38.0,2.2,0.2,-1.1
2020-09-20,16.8,13.0,9.1,14.5,9.3,4.8,35.0,1034.1,,67.0,52.0,38.0,6.1,3.8,-1.1
2020-09-21,19.5,11.8,4.1,14.5,10.6,4.8,32.0,1032.7,,71.0,61.3,52.0,10.0,7.5,5.0
2020-09-22,21.5,14.1,6.7,14.5,6.4,0.0,,1021.9,,94.0,73.5,52.0,12.8,10.0,7.8
2020-09-23,27.6,19.9,12.2,29.0,10.9,3.2,41.0,1013.4,,88.0,63.8,32.0,15.0,12.1,8.9
2020-09-24,25.1,18.5,11.8,19.3,7.2,0.0,35.0,1013.2,,100.0,89.5,69.0,17.2,15.3,12.2
2020-09-25,24.4,19.3,14.1,16.1,9.3,0.0,,1016.1,,100.0,91.4,83.0,17.2,16.6,15.0
2020-09-26,25.9,19.0,12.0,20.9,10.8,0.0,39.0,1012.9,,100.0,90.7,65.0,17.8,16.3,15.0
2020-09-27,27.2,23.4,19.6,25.7,15.6,3.2,42.0,1007.6,,94.0,83.0,73.0,17.8,17.3,17.2
2020-09-28,26.7,20.7,14.7,35.4,13.0,3.2,54.0,1004.8,,100.0,85.0,69.0,18.9,17.2,15.0
2020-09-29,19.0,15.9,12.8,32.2,22.2,12.9,41.0,1007.6,,94.0,81.3,64.0,15.0,12.8,11.1
2020-09-30,19.0,14.6,10.1,57.9,25.1,8.0,61.0,1001.2,,94.0,82.8,59.0,12.2,10.9,8.9
2020-10-01,17.9,13.1,8.3,33.8,20.3,8.0,48.0,1009.3,,94.0,78.1,59.0,10.0,8.9,7.2
2020-10-02,15.5,10.5,5.5,20.9,11.6,3.2,35.0,1015.5,,93.0,73.0,55.0,8.9,6.8,3.9
2020-10-03,13.0,8.2,3.3,16.1,9.5,4.8,,1022.8,,82.0,70.1,54.0,7.2,4.2,1.1
2020-10-04,11.4,8.6,5.7,20.9,10.3,0.0,,1020.8,,100.0,86.9,72.0,10.0,8.2,6.1
2020-10-05,15.1,11.2,7.2,22.5,10.8,3.2,,1020.5,,100.0,86.7,63.0,10.0,8.1,6.1
2020-10-06,19.5,13.7,7.8,27.4,15.9,4.8,52.0,1012.7,,93.0,82.8,72.0,11.1,8.9,7.2
2020-10-07,18.5,13.9,9.2,51.5,27.4,4.8,84.0,1005.2,,94.0,74.1,48.0,11.1,8.8,5.0
2020-10-08,16.5,10.9,5.3,14.5,7.2,0.0,59.0,1017.7,,100.0,82.5,67.0,10.0,7.2,3.9
2020-10-09,18.3,10.6,2.8,14.5,5.5,0.0,35.0,1018.0,,100.0,88.8,63.0,10.0,6.7,3.9
2020-10-10,22.1,15.0,7.8,32.2,17.2,8.0,50.0,1009.2,,94.0,78.5,48.0,17.2,10.5,6.1
2020-10-11,11.7,8.6,5.4,38.6,28.5,11.3,41.0,1021.8,,82.0,71.4,66.0,6.1,4.2,2.8
2020-10-12,16.4,12.0,7.6,40.2,25.3,11.3,39.0,1015.1,,94.0,85.2,71.0,12.2,10.1,3.9
2020-10-13,18.0,14.1,10.1,27.4,13.0,0.0,46.0,1012.5,,100.0,82.3,42.0,12.2,9.6,3.9
2020-10-14,17.4,11.9,6.3,19.3,12.7,3.2,35.0,1012.5,,93.0,69.6,51.0,8.9,6.8,5.0
2020-10-15,17.2,12.1,6.9,40.2,20.3,4.8,58.0,1007.0,,94.0,84.8,67.0,12.2,10.0,7.2
2020-10-16,12.2,7.4,2.6,27.4,17.7,3.2,41.0,1019.4,,87.0,61.3,33.0,7.2,1.6,-5.0
2020-10-17,13.5,8.1,2.6,41.8,21.6,3.2,39.0,1023.5,,81.0,68.1,54.0,6.1,4.2,2.2
2020-10-18,14.2,10.3,6.3,27.4,14.6,4.8,46.0,1021.1,,94.0,78.0,58.0,10.0,8.1,5.0
2020-10-19,8.1,7.0,5.9,29.0,13.2,0.0,33.0,1023.9,,93.0,86.2,76.0,7.2,5.9,3.9
2020-10-20,11.5,8.8,6.0,22.5,12.7,3.2,33.0,1024.3,,93.0,78.9,62.0,7.8,5.7,3.9
2020-10-21,17.2,12.2,7.1,27.4,15.9,0.0,55.0,1019.2,,100.0,91.3,59.0,15.0,10.3,6.1
2020-10-22,12.3,10.4,8.5,27.4,9.7,0.0,32.0,1023.6,,100.0,90.2,77.0,12.2,9.1,7.2
2020-10-23,24.7,16.5,8.2,38.6,17.2,4.8,63.0,1012.8,,100.0,93.8,68.0,16.1,12.9,7.8
2020-10-24,8.4,5.5,2.6,33.8,16.7,4.8,55.0,1020.0,,82.0,68.0,53.0,7.2,1.4,-1.1
2020-10-25,6.4,4.1,1.8,35.4,24.1,4.8,35.0,1025.2,,87.0,70.4,57.0,3.9,0.9,-2.2
2020-10-26,8.1,5.3,2.4,29.0,11.3,3.2,,1020.7,,87.0,74.2,57.0,3.9,2.0,-2.2
2020-10-27,7.3,4.4,1.5,19.3,10.9,0.0,,1023.4,,93.0,85.0,71.0,6.1,4.1,2.2
2020-10-28,11.8,7.1,2.4,33.8,19.3,8.0,45.0,1015.9,,81.0,69.8,44.0,5.0,2.4,0.0
2020-10-29,10.8,6.5,2.1,27.4,15.4,0.0,39.0,1011.0,,87.0,76.4,71.0,7.2,3.1,1.1
2020-10-30,2.3,-1.0,-4.3,20.9,14.8,9.7,33.0,1020.2,,81.0,65.5,56.0,0.0,-3.9,-7.2
2020-10-31,6.7,0.7,-5.4,25.7,11.4,3.2,35.0,1028.5,,75.0,64.8,52.0,2.8,-3.2,-6.1
2020-11-01,11.2,5.6,0.0,56.3,31.9,16.1,76.0,1007.9,10.0,100.0,78.7,54.0,8.9,2.2,-2.8
2020-11-02,7.2,2.6,-2.1,45.1,28.6,12.9,81.0,1013.6,0.0,87.0,68.7,49.0,0.0,-3.3,-6.1
2020-11-03,7.1,5.5,3.8,40.2,16.9,4.8,52.0,1017.0,,87.0,66.4,57.0,3.9,0.4,-2.8
2020-11-04,19.6,10.7,1.8,25.7,11.1,0.0,45.0,1020.4,,100.0,83.9,63.0,8.9,6.7,3.9
2020-11-05,19.2,15.3,11.4,27.4,13.7,0.0,35.0,1020.3,,88.0,80.0,72.0,10.0,8.4,7.2
2020-11-06,20.8,15.0,9.1,29.0,14.8,3.2,35.0,1020.4,,94.0,85.0,72.0,10.0,9.0,7.8
2020-11-07,21.0,15.2,9.4,19.3,9.5,0.0,35.0,1022.3,,94.0,84.9,72.0,10.0,8.9,7.8
2020-11-08,20.1,13.2,6.2,,,,,1026.2,,,,,,,
2020-11-09,19.5,13.2,6.9,25.7,13.7,3.2,,1023.5,,93.0,77.5,72.0,8.9,7.7,7.2
2020-11-10,24.3,16.1,7.8,16.1,8.5,0.0,35.0,1014.3,,88.0,78.8,64.0,12.8,9.9,6.1
2020-11-11,18.2,11.9,5.5,32.2,15.3,0.0,46.0,1011.1,,100.0,76.1,47.0,12.8,8.8,0.0
2020-11-12,9.8,6.8,3.7,14.5,8.4,0.0,,1021.0,,81.0,63.3,53.0,2.2,-0.1,-2.2
2020-11-13,9.0,6.2,3.3,32.2,16.6,0.0,46.0,1016.0,,76.0,67.3,57.0,2.8,1.4,-2.2
2020-11-14,7.6,3.9,0.1,20.9,14.3,8.0,39.0,1021.6,,70.0,60.8,46.0,0.0,-2.1,-3.9
2020-11-15,13.2,8.2,3.1,82.1,37.5,12.9,91.0,1002.6,,93.0,78.3,57.0,8.9,5.1,-1.1
2020-11-16,4.1,2.6,1.1,49.9,38.5,20.9,68.0,1011.4,,76.0,64.9,57.0,1.1,-1.3,-2.8
2020-11-17,3.0,-1.2,-5.4,46.7,23.5,14.5,74.0,1019.4,0.0,80.0,63.3,38.0,-1.1,-6.5,-11.1
2020-11-18,1.5,-2.4,-6.2,16.1,8.2,0.0,,1033.0,0.0,75.0,65.3,59.0,-1.1,-8.1,-11.1
2020-11-19,15.0,8.3,1.5,33.8,21.1,11.3,59.0,1019.7,,81.0,68.1,54.0,5.0,2.4,0.0
2020-11-20,17.8,12.0,6.1,32.2,19.5,3.2,52.0,1019.2,,87.0,71.3,58.0,6.1,4.9,2.8
2020-11-21,6.0,3.2,0.3,20.9,14.0,9.7,42.0,1031.7,,71.0,58.1,49.0,2.8,-2.3,-5.0
2020-11-22,1.9,0.5,-1.0,38.6,23.8,3.2,41.0,1025.4,70.0,100.0,89.1,56.0,1.1,-0.4,-5.0
2020-11-23,3.5,-0.4,-4.2,25.7,20.0,4.8,41.0,1020.3,170.0,93.0,84.7,70.0,2.2,-0.1,-2.2
2020-11-24,2.1,0.2,-1.7,32.2,19.0,4.8,37.0,1027.7,110.0,93.0,78.1,64.0,1.1,-2.1,-6.1
2020-11-25,8.3,4.8,1.3,24.1,14.8,8.0,,1016.5,80.0,100.0,92.3,81.0,7.2,4.5,1.1
2020-11-26,11.9,9.3,6.6,27.4,17.1,0.0,41.0,1011.9,,100.0,96.0,76.0,8.9,6.9,3.9
2020-11-27,7.8,6.4,4.9,20.9,13.0,8.0,,1017.1,,93.0,84.0,71.0,5.0,4.0,2.8
2020-11-28,7.0,4.4,1.8,33.8,23.0,12.9,41.0,1016.2,,87.0,70.2,49.0,3.9,0.5,-2.8
2020-11-29,10.8,5.8,0.7,29.0,17.7,3.2,39.0,1014.8,,93.0,76.8,66.0,5.0,1.9,-1.1
2020-11-30,5.5,2.3,-0.9,29.0,18.5,0.0,58.0,1003.8,10.0,93.0,87.3,81.0,5.0,1.8,-1.1
2020-12-01,-0.1,-1.2,-2.2,27.4,19.6,9.7,55.0,1000.3,90.0,93.0,86.1,75.0,-1.1,-2.5,-3.9
2020-12-02,3.8,1.2,-1.4,38.6,21.7,11.3,52.0,1013.4,110.0,93.0,73.4,45.0,-2.2,-3.3,-6.1
2020-12-03,4.1,1.3,-1.5,40.2,27.8,12.9,46.0,1015.9,50.0,76.0,67.4,61.0,1.1,-1.9,-3.9
2020-12-04,3.4,1.6,-0.2,46.7,25.9,11.3,32.0,1011.4,0.0,93.0,84.9,70.0,1.1,0.9,0.0
2020-12-05,1.7,-1.4,-4.5,27.4,16.9,8.0,48.0,1016.4,,87.0,77.8,65.0,0.0,-3.2,-7.2
2020-12-06,0.7,-2.8,-6.3,25.7,14.2,8.0,39.0,1017.5,0.0,80.0,71.6,56.0,-6.1,-6.7,-7.2
2020-12-07,1.0,-2.7,-6.3,27.4,18.2,4.8,45.0,1014.3,0.0,80.0,71.0,56.0,-6.1,-7.2,-8.9
2020-12-08,1.9,-2.4,-6.7,35.4,17.2,8.0,39.0,1013.5,,80.0,68.5,52.0,-2.2,-6.4,-10.0
2020-12-09,4.4,2.3,0.1,38.6,26.2,12.9,42.0,1006.6,40.0,100.0,89.1,70.0,2.2,0.6,-2.2
2020-12-10,5.9,3.4,0.9,22.5,12.4,3.2,,1017.7,0.0,100.0,86.2,61.0,2.8,1.8,0.0
2020-12-11,9.4,5.1,0.8,19.3,8.4,0.0,,1016.2,,100.0,86.6,71.0,3.9,2.9,1.1
2020-12-12,9.1,6.3,3.4,45.1,29.3,8.0,46.0,1010.9,,100.0,92.6,81.0,6.1,3.9,2.2
2020-12-13,5.1,2.3,-0.6,38.6,24.6,11.3,54.0,1015.5,,87.0,74.0,65.0,5.0,-1.1,-3.9
2020-12-14,1.7,-0.4,-2.5,38.6,21.6,8.0,59.0,1016.5,0.0,75.0,66.0,52.0,-2.2,-4.6,-7.8
2020-12-15,-2.4,-5.1,-7.7,27.4,15.3,3.2,37.0,1028.5,0.0,80.0,65.8,49.0,-5.0,-8.4,-16.1
2020-12-16,-5.6,-7.2,-8.7,57.9,41.5,20.9,52.0,1025.6,0.0,93.0,82.1,46.0,-5.0,-7.7,-16.1
2020-12-17,-2.7,-5.4,-8.0,29.0,16.3,11.3,,1021.8,20.0,86.0,72.1,59.0,-7.8,-9.8,-11.1
2020-12-18,-1.3,-5.5,-9.7,22.5,11.7,3.2,,1029.5,0.0,80.0,50.9,33.0,-3.9,-12.8,-20.0
2020-12-19,2.5,0.3,-2.0,29.0,14.5,8.0,,1023.1,0.0,100.0,82.8,70.0,2.2,-0.4,-3.9
2020-12-20,5.0,2.3,-0.4,37.0,20.1,9.7,48.0,1012.1,0.0,100.0,91.6,70.0,3.9,2.4,-2.2
2020-12-21,4.3,1.5,-1.3,27.4,10.3,0.0,,1006.6,,100.0,86.6,75.0,2.8,0.8,-2.8
2020-12-22,2.7,1.0,-0.8,41.8,20.1,4.8,61.0,1014.3,,93.0,73.5,60.0,1.1,-2.0,-5.0
2020-12-23,6.3,3.4,0.5,20.9,13.5,4.8,39.0,1018.2,,87.0,73.3,60.0,2.8,-0.4,-5.0
2020-12-24,9.6,3.4,-2.8,38.6,16.4,3.2,50.0,1004.9,10.0,100.0,88.9,76.0,6.1,1.9,-2.2
2020-12-25,-0.4,-2.9,-5.4,49.9,29.5,16.1,58.0,1000.0,110.0,93.0,83.1,65.0,-2.2,-3.9,-6.1
2020-12-26,-2.5,-4.0,-5.5,59.5,38.8,0.0,54.0,1008.1,160.0,86.0,82.0,74.0,-3.9,-5.3,-7.2
2020-12-27,2.5,-0.6,-3.7,33.8,18.7,3.2,41.0,1017.5,150.0,87.0,76.7,64.0,0.0,-3.3,-6.1
